"","Start_Date","Lecture","Responsive","Guide","Labs","Classroom","Computer","Network","See_Hear","Had_Skills","Learned","Learned_Comment","Details"
"239",5434502649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"240",5434502271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"241",5434502268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"242",5434502150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"243",5434502060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"244",5434501946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"245",5432301932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"246",5432261314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"247",5431203810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"248",5431203042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"249",5431202764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"250",5431202656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"251",5431202587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"252",5431202506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"253",5431202452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"254",5431202441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"255",5431202411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"256",5431202360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"257",5431202258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"258",5431202249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"259",5431201988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"260",5431200474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"261",5431200164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"262",5431200098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"263",5431199960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"264",5431199825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"265",5431199351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"266",5431199312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"267",5431198498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"268",5428007735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"269",5428006939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"270",5428006879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"271",5428006831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"272",5428006740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"273",5428006726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"274",5428006693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"275",5428006673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"276",5428006583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"277",5428006544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"278",5428006530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"279",5428006462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",5428006335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"281",5428006274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"282",5427563019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"283",5426565665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"284",5424727100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"285",5424724982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"286",5424713450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"287",5424607531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,40
"288",5424607318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"289",5424607303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"290",5424607298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"291",5424607257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"292",5424606987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"293",5424178149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"294",5424174445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"295",5423799618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",5423783032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"297",5423777978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"298",5423776153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"299",5421813567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"300",5421810315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"301",5421809170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"302",5421805925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"303",5421805496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"304",5421799634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"305",5421798116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"306",5421797220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"307",5421796370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"308",5421796334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"309",5421796273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"310",5421796191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"311",5421796171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"312",5421796088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"313",5421795978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"314",5421795841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"315",5421795526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"316",5421791226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"317",5421790858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"318",5421789714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"319",5421765018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",5421764920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",5421764679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",5420357087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,40
"323",5419748326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"324",5419728426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"325",5419716042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"326",5419709314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"327",5419697484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"328",5419695976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"329",5416347144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"330",5415297794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"331",5415296754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"332",5415296136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"333",5415294930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"334",5415279903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"335",5415279150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"336",5415278080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"337",5415277462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"338",5415277224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"339",5415277138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"340",5415277004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"341",5415276841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"342",5415276760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"343",5415276536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"344",5415276419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"345",5415276317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"346",5415276309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"347",5414952523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"348",5414951894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",5413245080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",5411872942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"351",5411872575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"352",5411871788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"353",5411871656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"354",5411871571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"355",5411871558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"356",5411871546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"357",5411871499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"358",5411871474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"359",5411871383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"360",5411871260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"361",5411871229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"362",5411871175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"363",5409970429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"364",5409970183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"365",5409970006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"366",5409969938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"367",5409969773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"368",5409969553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"369",5408840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",5408840632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"371",5408840350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"372",5408840152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"373",5408177035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"374",5408172147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"375",5408171515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"376",5408169473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",5408169361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"378",5408168316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"379",5408168115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"380",5408168103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"381",5408168063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"382",5408167862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",5408167725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,40
"384",5408167673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"385",5408167594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"386",5408167526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"387",5408167395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"388",5407255800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"389",5407248645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"390",5407248630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"391",5407248564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,40
"392",5407248442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"393",5407248130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"394",5407248056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"395",5406377214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"396",5405144452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",5405142647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"398",5405142305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"399",5405142056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"400",5405141991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"401",5405141957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"402",5405141831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,40
"403",5405141714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"404",5405141299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"405",5405112957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"406",5405110350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"407",5405107987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"408",5405102627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"409",5405101454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"410",5405101453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"411",5405101306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"412",5405101282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"413",5405100924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"414",5405100701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"415",5405100558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"416",5405100535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"417",5405100485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"418",5405100113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"419",5404752080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",5404749404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"421",5404748469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"422",5404748385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"423",5404748261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"424",5404748153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"425",5404748124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"426",5404747800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",5404747585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"428",5404747157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"429",5403748989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"430",5403748852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"431",5403748414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"432",5403747831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"433",5403747653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"434",5403747470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"435",5403747137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"436",5403747026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"437",5403746880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"438",5403746845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"439",5403745525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"440",5403745433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"441",5403745406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"442",5403745378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"443",5403745356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"444",5403745354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"445",5403745097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"446",5403744848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"447",5403744741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"448",5403744685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"449",5402497142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"450",5402492435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"451",5402492164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"452",5402492062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
"453",5402491294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",5402490118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"455",5402489959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"456",5402489812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"457",5402489803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"458",5402489789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"459",5402489775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"460",5401682729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"461",5401681402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"462",5401664790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"463",5401109703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"464",5401109094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"465",5401108636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"466",5401108355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"467",5401105879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"468",5401105588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"469",5401105061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"470",5401104820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"471",5401104711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"472",5401104649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"473",5401104260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
"474",5397919461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
"477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21637021355784
